1st Node,2nd Node,Common Friends,Total Friends,Jaccard coefficient,Internal Aggregation,Preferential attachment score,Resource Allocation,Hitting time,Sorensen Index,Hub Index,Salton Index,Overlap Coefficient,Neighborhood overlap,HubD Index,CosineL+,Local Path Index,Local Random Walk,Labels,DegreeofNodes,Subgraphdensity-1,Subgraphdensity-2,Closeness Centrality,PageRank,Clustering Coeffiecient,Weighted Average of DofN,Weisfeiler-Lehman (WL) kernel,EigenVector Centrality,Betweeness Centrality,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25_0,F26_1,F27_2,F28_3,F29_4,F30_5,F31_6,F32_7,F33_8,F34_9,F35_10,F36_11,DegreeofNodes.1,Subgraphdensity-1.1,Subgraphdensity-2.1,Closeness Centrality.1,PageRank.1,Clustering Coeffiecient.1,Weighted Average of DofN.1,Weisfeiler-Lehman (WL) kernel.1,EigenVector Centrality.1,Betweeness Centrality.1,F0.1,F1.1,F2.1,F3.1,F4.1,F5.1,F6.1,F7.1,F8.1,F9.1,F10.1,F11.1,F12.1,F13.1,F14.1,F15.1,F16.1,F17.1,F18.1,F19.1,F20.1,F21.1,F22.1,F23.1,F24.1,F25_0.1,F26_1.1,F27_2.1,F28_3.1,F29_4.1,F30_5.1,F31_6.1,F32_7.1,F33_8.1,F34_9.1,F35_10.1,F36_11.1
Pittsburgh,Oklahoma,8,85,0.0941176470588235,0.0,121,0.0,60,0.0,0.0,0.7272727272727273,0.0,9.0,0.0,0.1227246076189828,0.0,0.456513748691565,0,11,0.3529411764705882,0.2538071065989847,0.3931034482758621,0.008960021331923,0.4181818181818181,10.818181818181818,50,0.0887723780481328,0.0117340007375862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,1,0,0,0,0,0,0,0,0,0,0,3,7,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
Kentucky,Oklahoma,12,77,0.1558441558441558,0.0,110,0.0,105,0.0,0.0,1.144155107094711,0.0,9.0,0.0,-0.2504051973864568,0.0,0.2028949994184733,0,10,0.3793103448275862,0.264367816091954,0.3812709030100334,0.0082597485991047,0.4222222222222222,10.7,46,0.0755526082403737,0.009539783889116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
Louisville,Oklahoma,14,81,0.1728395061728395,0.0,110,0.0,13,0.0,0.0,1.3348476249438292,0.0,9.0,0.0,-0.2144953413909561,0.0,0.2238184464464379,0,10,0.4074074074074074,0.2708333333333333,0.397212543554007,0.0082871120113535,0.3777777777777777,10.4,52,0.0756103128808733,0.0103799764829425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,5,0,1,0,0,0,0,0,0,0,1,0,0,3,5,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
LouisianaTech,Oklahoma,32,83,0.3855421686746988,0.0,110,0.0833333333333333,283,0.0952380952380952,0.1,3.051080285585896,0.1,8.1,0.1,0.1636293987149985,0.05,0.4202122140636483,0,10,0.7333333333333333,0.2571428571428571,0.4367816091954023,0.0083093559626773,0.1111111111111111,10.1,72,0.079145585912568,0.0288228234207709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,2,0,3,0,0,0,0,0,0,0,0,3,1,1,2,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
LouisianaMonroe,Oklahoma,18,77,0.2337662337662337,0.0,88,0.0,81,0.0,0.0,1.918806447200493,0.0,9.0,0.0,0.2247050018233752,0.0,0.2932620547115755,0,8,0.6428571428571429,0.2921348314606741,0.397212543554007,0.0068784779090841,0.2142857142857142,9.75,52,0.0545720862329478,0.0108655864318094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2,1,2,3,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
Minnesota,Oklahoma,22,76,0.2894736842105263,0.0,121,0.1,40,0.0909090909090909,0.0909090909090909,2.0,0.0909090909090909,8.090909090909092,0.0909090909090909,0.1555773773363956,0.0476190476190476,0.1085143415353039,0,11,0.375,0.2879581151832461,0.4115523465703971,0.0089096120162975,0.3818181818181818,10.818181818181818,55,0.1019448490608837,0.0152026490823968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,5,0,3,0,0,0,0,0,0,0,0,1,0,2,5,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
MiamiOhio,Oklahoma,12,85,0.1411764705882353,0.0,121,0.0,853,0.0,0.0,1.0909090909090908,0.0,9.0,0.0,0.5051240891750433,0.0,0.2417388804984896,0,11,0.4137931034482758,0.2673267326732673,0.4042553191489361,0.009018026467081,0.3272727272727272,10.636363636363637,54,0.0826281751157894,0.020755436736059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
Vanderbilt,Oklahoma,9,84,0.1071428571428571,0.0,121,0.0,15,0.0,0.0,0.8181818181818182,0.0,9.0,0.0,-0.2382349858039258,0.0,0.0997509336107632,0,11,0.3870967741935484,0.273224043715847,0.3917525773195876,0.008997483250868,0.3636363636363636,10.727272727272728,50,0.0825261269298025,0.0141975780697837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
MiddleTennesseeState,Oklahoma,18,87,0.2068965517241379,0.0,99,0.0,8,0.0,0.0,1.8090680674665816,0.0,9.0,0.0,-0.2352875264092559,0.0,0.4370496501476861,0,9,0.7142857142857143,0.2707423580786026,0.4191176470588235,0.0076318745015024,0.1388888888888889,9.666666666666666,62,0.0620194911898824,0.0182862082127989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,1,2,0,2,4,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
Illinois,Oklahoma,19,83,0.2289156626506024,0.0,121,0.0,290,0.0,0.0,1.7272727272727273,0.0,9.0,0.0,0.1739491311026715,0.0,0.291707184367309,0,11,0.375,0.2822966507177033,0.4175824175824176,0.0088726473776642,0.3818181818181818,11.0,59,0.1064504138376002,0.0203651179711285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,1,0,8,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
MississippiState,Oklahoma,14,79,0.1772151898734177,0.0,121,0.0,394,0.0,0.0,1.2727272727272727,0.0,9.0,0.0,0.0114099945907084,0.0,0.2787777991943022,0,11,0.3870967741935484,0.2688172043010752,0.3958333333333333,0.0090234250711164,0.3636363636363636,10.636363636363637,50,0.0814180594905063,0.0100953413277213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,6,0,1,0,0,0,0,0,0,0,0,0,1,3,6,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
Memphis,Oklahoma,22,73,0.3013698630136986,0.0,121,0.1,34,0.0909090909090909,0.0909090909090909,2.0,0.0909090909090909,8.090909090909092,0.0909090909090909,-0.0401566285449944,0.0476190476190476,0.3353605907389285,0,11,0.4,0.2826086956521739,0.4014084507042254,0.0090292282522674,0.3454545454545454,10.454545454545457,52,0.0824140717325193,0.0107002678075351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,1,0,3,7,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
Nevada,Oklahoma,28,66,0.4242424242424242,1.0,132,0.1818181818181818,288,0.1739130434782608,0.1818181818181818,2.4370871833797696,0.1818181818181818,7.166666666666666,0.1818181818181818,0.1291437715731605,0.0952380952380952,0.1554733542042308,0,12,0.2954545454545454,0.2628865979381443,0.4014084507042254,0.0095258232848965,0.4848484848484848,11.166666666666666,51,0.1276829966998084,0.0118102876193923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,3,0,0,0,0,0,0,0,0,0,0,1,8,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
Oregon,Oklahoma,23,69,0.3333333333333333,0.0,121,0.0,77,0.0,0.0,2.090909090909091,0.0,9.0,0.0,-0.0384073117571909,0.0,0.2852987010787278,0,11,0.3243243243243243,0.2390243902439024,0.3917525773195876,0.0088514526795814,0.4727272727272727,11.0,49,0.1101871169972745,0.0107567999029728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,3,0,0,0,0,0,0,0,0,0,1,1,6,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
NewMexicoState,Oklahoma,30,77,0.3896103896103896,0.0,121,0.1909090909090909,33,0.1818181818181818,0.1818181818181818,2.727272727272727,0.1818181818181818,7.181818181818182,0.1818181818181818,-0.1762624951257231,0.1,0.4856354978115725,0,11,0.5,0.256,0.4222222222222222,0.0089982491977749,0.2363636363636363,10.272727272727272,64,0.0892730487573631,0.0241394197764492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,1,0,0,0,0,0,0,0,0,0,3,3,4,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
SouthCarolina,Oklahoma,15,79,0.189873417721519,0.0,121,0.0,51,0.0,0.0,1.3636363636363635,0.0,9.0,0.0,0.0211857990664128,0.0,0.3956762928743992,0,11,0.3870967741935484,0.2833333333333333,0.4042553191489361,0.0090207269165333,0.3636363636363636,10.636363636363637,51,0.0805530683771956,0.0151898722986309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
Ohio,Oklahoma,15,75,0.2,0.0,110,0.0,220,0.0,0.0,1.4301938838683883,0.0,9.0,0.0,-0.0552516862875061,0.0,0.1367971136113538,0,10,0.3666666666666666,0.2640449438202247,0.3917525773195876,0.0082667106910713,0.4444444444444444,10.7,47,0.076861731791182,0.0125667101607076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
IowaState,Oklahoma,29,68,0.4264705882352941,13.333333333333332,121,0.5651515151515152,23,0.5454545454545454,0.5454545454545454,2.636363636363636,0.5454545454545454,3.545454545454545,0.5454545454545454,0.0044174313591486,0.375,0.2424366106925305,0,11,0.375,0.2673267326732673,0.4100719424460431,0.0089027587613966,0.3818181818181818,10.818181818181818,54,0.1009929002578483,0.0162951786686761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,3,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
SanJoseState,Oklahoma,31,61,0.5081967213114754,1.3333333333333333,121,0.2727272727272727,299,0.2727272727272727,0.2727272727272727,2.8181818181818183,0.2727272727272727,6.272727272727273,0.2727272727272727,0.1244957752610474,0.1578947368421052,0.3163265306122449,0,11,0.3,0.25,0.3851351351351351,0.0087869133041757,0.5272727272727272,11.363636363636363,49,0.1199022948896583,0.0081172457029718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,7,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
Nebraska,Oklahoma,33,63,0.5238095238095238,20.0,121,0.5484848484848486,56,0.3636363636363636,0.3636363636363636,3.0,0.3636363636363636,5.363636363636363,0.3636363636363636,-0.2041058377719837,0.2222222222222222,0.3175003175004763,1,11,0.375,0.265,0.4,0.0088799762714352,0.3818181818181818,11.0,53,0.1043671410931404,0.0101696653409269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3,5,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
SouthernMississippi,Oklahoma,20,73,0.273972602739726,0.0,110,0.1,46,0.0952380952380952,0.1,1.9069251784911847,0.1,8.1,0.1,-0.1515063942384767,0.05,0.3214285714285714,0,10,0.3793103448275862,0.2873563218390804,0.397212543554007,0.0082548408205327,0.4222222222222222,10.7,50,0.0776837005130864,0.0116805187282056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
Tennessee,Oklahoma,13,71,0.1830985915492957,0.0,121,0.0,103,0.0,0.0,1.181818181818182,0.0,9.0,0.0,-0.2222087137492369,0.0,0.4101124476038661,0,11,0.3529411764705882,0.2808219178082192,0.3787375415282392,0.0090588837486029,0.4181818181818181,10.272727272727272,41,0.0772894929685929,0.0059466680303356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,0,5,5,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
Stanford,Oklahoma,28,67,0.417910447761194,0.0,121,0.0909090909090909,241,0.0909090909090909,0.0909090909090909,2.5454545454545454,0.0909090909090909,8.090909090909092,0.0909090909090909,0.3507438805257023,0.0476190476190476,0.2870441885793598,0,11,0.3243243243243243,0.2524271844660194,0.3917525773195876,0.0088452332831859,0.4727272727272727,11.0,52,0.1100665469111067,0.0119005345572019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,9,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
WashingtonState,Oklahoma,15,66,0.2272727272727272,0.0,121,0.0,485,0.0,0.0,1.3636363636363635,0.0,9.0,0.0,-0.163047336988424,0.0,0.3477652218035619,0,11,0.3,0.2773722627737226,0.3665594855305466,0.008895315800465,0.5272727272727272,10.636363636363637,38,0.1043048714870282,0.0055228460021386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,2,1,7,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
Temple,Oklahoma,7,84,0.0833333333333333,0.0,121,0.0,257,0.0,0.0,0.6363636363636364,0.0,9.0,0.0,0.0698566687261477,0.0,0.3496893030901177,0,11,0.3243243243243243,0.2608695652173913,0.3917525773195876,0.0089747664884181,0.4727272727272727,10.818181818181818,48,0.0863868760446711,0.0081710494573563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
Navy,Oklahoma,25,88,0.2840909090909091,0.0,121,0.0,22,0.0,0.0,2.272727272727273,0.0,9.0,0.0,0.1227252990043585,0.0,0.2783882181415011,0,11,0.5714285714285714,0.2464788732394366,0.4351145038167939,0.0089607146106623,0.1818181818181818,10.545454545454543,70,0.0904148048890364,0.0291610532642237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,1,3,7,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
TexasA&M,Oklahoma,36,60,0.6,33.25,121,0.7303030303030305,127,0.5454545454545454,0.5454545454545454,3.272727272727273,0.5454545454545454,3.545454545454545,0.5454545454545454,0.0500334104544776,0.375,0.2989627405515531,1,11,0.3870967741935484,0.2663316582914573,0.4056939501779359,0.0088857152445795,0.3636363636363636,11.0,53,0.1033206103727657,0.0115098071474823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,2,0,0,0,0,0,0,0,0,0,0,2,7,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
NotreDame,Oklahoma,23,87,0.264367816091954,0.0,121,0.1818181818181818,85,0.1818181818181818,0.1818181818181818,2.090909090909091,0.1818181818181818,7.181818181818182,0.1818181818181818,0.046191494768833,0.1,0.4130434782608696,0,11,0.631578947368421,0.2392857142857143,0.4222222222222222,0.0088917412607279,0.1454545454545454,10.909090909090908,67,0.1009153462732207,0.0335329567266294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,1,0,0,0,0,0,0,0,0,0,0,2,8,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
TexasElPaso,Oklahoma,34,58,0.5862068965517241,7.5,121,0.3636363636363636,14,0.1818181818181818,0.1818181818181818,3.090909090909091,0.1818181818181818,7.181818181818182,0.1818181818181818,-0.2518101843714837,0.1,0.3685247850097051,1,11,0.2857142857142857,0.2784090909090909,0.3944636678200692,0.0088090751381266,0.5636363636363636,11.272727272727272,49,0.1164713615852208,0.0066366417878144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,8,11,0.375,0.2810457516339869,0.3851351351351351,0.008900172680901,0.3818181818181818,10.818181818181818,43,0.1021432965298305,0.0074325129265182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,4,5
BrighamYoung,Toledo,19,90,0.2111111111111111,0.0,108,0.0,329,0.0,0.0,1.828275852433815,0.0,7.0,0.0,-0.0318100520024571,0.0,0.21629522817435,0,12,0.3714285714285714,0.2649572649572649,0.4237918215613382,0.009647679839969,0.3484848484848485,10.75,62,0.1065032293978512,0.0324899491838948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,6,0,2,0,0,0,0,0,0,0,0,0,1,3,6,9,0.4545454545454545,0.281437125748503,0.3931034482758621,0.0075391576704835,0.3611111111111111,10.666666666666666,47,0.0681734266072388,0.0080339395552729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,4,4
FloridaState,Toledo,22,82,0.2682926829268293,0.0,108,0.0,415,0.0,0.0,2.116950987028628,0.0,7.0,0.0,-0.1164983230407716,0.0,0.3137254901960785,0,12,0.3170731707317073,0.2701421800947867,0.4130434782608695,0.009697381378563,0.4393939393939394,10.666666666666666,57,0.0963854291176984,0.0176211126800952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,1,0,0,0,0,0,0,0,0,0,0,5,6,9,0.4545454545454545,0.281437125748503,0.3931034482758621,0.0075391576704835,0.3611111111111111,10.666666666666666,47,0.0681734266072388,0.0080339395552729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,4,4
Iowa,Toledo,27,72,0.375,0.0,108,0.1833333333333333,85,0.1904761904761904,0.2222222222222222,2.598076211353316,0.2222222222222222,5.166666666666666,0.2222222222222222,-0.1103859002532783,0.1052631578947368,0.24576536845703,0,12,0.3513513513513513,0.2857142857142857,0.4071428571428571,0.0095891036071546,0.3787878787878788,11.166666666666666,52,0.1162618994561207,0.013122497053431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,3,0,0,0,0,0,0,0,0,0,0,1,8,9,0.4545454545454545,0.281437125748503,0.3931034482758621,0.0075391576704835,0.3611111111111111,10.666666666666666,47,0.0681734266072388,0.0080339395552729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,4,4
KansasState,Toledo,28,79,0.3544303797468354,0.0,108,0.1,49,0.0952380952380952,0.1111111111111111,2.6943012562182536,0.1111111111111111,6.083333333333334,0.1111111111111111,-0.0956783424990164,0.05,0.3888820822187405,0,12,0.3823529411764705,0.2752293577981651,0.4206642066420664,0.0096691117779319,0.3333333333333333,10.75,60,0.1062495448644558,0.0230700988568456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,2,0,0,0,0,0,0,0,0,0,0,5,5,9,0.4545454545454545,0.281437125748503,0.3931034482758621,0.0075391576704835,0.3611111111111111,10.666666666666666,47,0.0681734266072388,0.0080339395552729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,4,4
